,Product,Overall Stars,Number of Reviews,Price,Title of Review,Name,Individual Review,Location,Product Description,State,Review,Date
11756,"TRX GO Suspension Trainer System: Lightweight and Portable | Full Body Workout, All Levels and All Goals Includes a poster with first steps, 2 training instructions and anchors indoors and outdoors",4.8,619,95.95,Marek,Marek,5.0,United Kingdom,Colour Name: Gray,Verified Purchase,"Total workouts at home or outdoor, wherever you want, recommend for sure for all busy people  ‼️",2020-02-03
11763,"TRX GO Suspension Trainer System: Lightweight and Portable | Full Body Workout, All Levels and All Goals Includes a poster with first steps, 2 training instructions and anchors indoors and outdoors",4.8,619,95.95,good,Amr Samir Elsayed Drag,5.0,United Kingdom,Colour Name: Gray,Verified Purchase,good,2019-12-13
11765,"TRX GO Suspension Trainer System: Lightweight and Portable | Full Body Workout, All Levels and All Goals Includes a poster with first steps, 2 training instructions and anchors indoors and outdoors",4.8,619,95.95,Great bit of kit!,SJW,5.0,United Kingdom,Colour Name: Gray,Verified Purchase,"Love it, great bit of kit. Full body work out at home or anywhere I fancy taking it.",2020-02-11
11783,"TRX GO Suspension Trainer System: Lightweight and Portable | Full Body Workout, All Levels and All Goals Includes a poster with first steps, 2 training instructions and anchors indoors and outdoors",4.8,619,95.95,Good strong item,Amazon Customer,5.0,United Kingdom,Colour Name: Gray,Verified Purchase,Good range of exercises,2020-01-13
11865,"DAWOO Battle Rope, Strength Training Rope, Battling Rope (38mm*9m/12m/15m)",4.6,1062,nan,Wicked value,Amazon Customer,5.0,United Kingdom,Colour Name: With AnchorSize Name: 9M,Verified Purchase,Perfect in every way,2020-02-25
11897,"DAWOO Battle Rope, Strength Training Rope, Battling Rope (38mm*9m/12m/15m)",4.6,1062,nan,Good quality fitness ropes,Fiona Lindsay,5.0,United Kingdom,Colour Name: Without AnchorSize Name: 9M,Verified Purchase,Exactly what I was looking for/ god job,2019-12-07
11898,"DAWOO Battle Rope, Strength Training Rope, Battling Rope (38mm*9m/12m/15m)",4.6,1062,nan,Great,WhoamI?,5.0,United Kingdom,Colour Name: Without AnchorSize Name: 12M,Verified Purchase,Grwat,2020-01-11
11945,"Phoenix Fitness RY1051 Exercise Dice for Workout Fun - Fitness Decision Dice - Switch Up Training Routines, HIIT and Exercises - Home and Gym - Orange",4.,1165,9.88,The customers love it!,SallyE,5.0,United Kingdom,nan,Verified Purchase,"I use them in my classes and my clients “love to hate them” 😂 Brilliant, but just wish they had burpees on it. In fact, if it lands on the black logo, I get them to do burpees anyway. 😆",2020-02-23
11953,"Phoenix Fitness RY1051 Exercise Dice for Workout Fun - Fitness Decision Dice - Switch Up Training Routines, HIIT and Exercises - Home and Gym - Orange",4.,1165,9.88,Nice,Kindle Lover,5.0,United Kingdom,nan,Verified Purchase,My daughter brought this as a bday pressie for her friend,2020-01-18
11999,"Phoenix Fitness RY1051 Exercise Dice for Workout Fun - Fitness Decision Dice - Switch Up Training Routines, HIIT and Exercises - Home and Gym - Orange",4.,1165,9.88,Great gift,Janine Sheppard,5.0,United Kingdom,nan,Verified Purchase,Bought as a present for a fitness freak friend. He uses this at the gym with his mates sometimes between lifting. Or adds it to his crossfit workouts.Comes nicely packaged and 2 good dices.Will buy again if need be.,2019-12-27
12019,Wonder Core 2 with built in Twisting Seat and Rower,4.4,1824,92.91,pros and cons,Hobbs100,4.0,United Kingdom,nan,Verified Purchase,"After being out of the hardcore exercise game for 6 months i ordered this to start getting back into it and it does everything you could need, So the pro's: Locking the back rest in a half locked position and doing 30 minutes of sit ups leaves you feeling like you have been sucker punched in the gut for the first few days but it quickly goes and you can up the amount you do, The rowing system does work very well and you feel the burn on your arms as there are atleast 6 different ways to use them to completely work out the lower arms upper arms shoulders stomach cheat and back with these, The cons: with the rowing system is i would like to see a tension adjuster on it to up the difficulty as after a while it becomes to easy doing one thing. Same as the rowing i would like to have seen an adjustment ability on the back rest to give more tension for situps i prefer half locked so the second half of sitting up is all me but i have seen this on other similar products and that would be a big improvement,  it would also be easier to do straight situps it the seat had a lock on it as it tends to move to the left or right which can become irritating after a while. The only other con is the central lock on the frame is not the best making it quick wobbly could be improved. Overall a great machine for anyone from novice to experienced with this type of exercise i would advise anyone to try but with the adjustments noted above this would be a 5 star all rounder.",2020-02-24
12024,Wonder Core 2 with built in Twisting Seat and Rower,4.4,1824,92.91,A great piece of home exercise equipment.,Sommeguy,5.0,United Kingdom,nan,Verified Purchase,"Superb piece of fitness equipment . Ideal for a home user who is not likely to visit a gym. I have used it for a month EVERY day and can certainly tell the difference. A lo g way of a six pack but certainly you g up, The DVD showing exercises is a really good addition. Three modes of exercises. I can now manage the boot camp version.I do not think a regular gym user would be to impressed, bit for the arm chair fitness guy it is IDEAL.100% satisfied.",2020-02-03
12028,Wonder Core 2 with built in Twisting Seat and Rower,4.4,1824,92.91,Great,Mona,4.0,United Kingdom,nan,Verified Purchase,I Have had this a few days now and my 15 year old son put it together for me with no problems at allI brought this machine to keep up my fitness in the absence of my gym because of the worldwide Covid-19 virus situation and I love this machine it’s great for the price . I am thoroughly enjoying using this and am now developing abs which is a bonus  This really Helps me tone my arms with my own body weight as resistance.  I do between 30 to 45 mins a day and no longer miss the gym as much! Great piece of equipment for home use while watching TV The only negative is that to use certain parts of the equipment as in the seat you have to disconnect the springs which can be a bit fiddly but it’s not really a big problem  the grand scheme of things,2020-03-25
12038,Wonder Core 2 with built in Twisting Seat and Rower,4.4,1824,92.91,A good workout,Silver Sleeper,5.0,United Kingdom,nan,Verified Purchase,"I like this a lot. Its sturdy and well made and doesn't take up too much space.I have been using the DVD that came with it and have tried each workout on the disc. The workouts are good and demonstrate all the excercises you can do with the wonder core 2. There is, however, an assumption that you are not an absolute beginner and each routine lacks modifications for those of us who are. I have been sitting out some exercises as i just dont have the core strength to be twisting around with my legs in the air just yet.I dont know if this will help me lose weight but i think it'll definitely help with toning and sculpting. Its early days for me at the moment but I'm enjoying it so far.",2020-03-27
12053,Wonder Core 2 with built in Twisting Seat and Rower,4.4,1824,92.91,Really nice.,wave,4.0,United Kingdom,nan,Verified Purchase,Box was damaged but product seems ok.  Son is over the moon with this. Pretty easy to set up and use. Feels a bit wobbly though where the size adjustment is. Great for sit-ups. We are 5 8 and I am not sure this would suit people much bigger.,2020-01-05
12067,Wonder Core 2 with built in Twisting Seat and Rower,4.4,1824,92.91,Not great,Amazon Customer,1.0,United Kingdom,nan,Verified Purchase,"Waste of money, using it for 2 months and nothing. I now have a sore back as the seat swivels when doing sit-ups. Waste of money.",2020-04-01
12084,Wonder Core 2 with built in Twisting Seat and Rower,4.4,1824,92.91,Wondercore 2,Christine Patten,5.0,United Kingdom,nan,Verified Purchase,Great piece of fitness equipment. A wide range of core exercises. Very robust and sturdy.,2020-04-01
12098,Wonder Core 2 with built in Twisting Seat and Rower,4.4,1824,92.91,Durability an issue,Amazon Customer,1.0,United Kingdom,nan,Verified Purchase,"Durability is a massive issue. I'm am 85kg man and pin bent in place on third use, rendering the adjustable feature useless. States up to 120kg can be supported by the frame",2020-03-31
12099,Wonder Core 2 with built in Twisting Seat and Rower,4.4,1824,92.91,Great machine if you are not too tall.,Tony T.,5.0,United Kingdom,nan,Verified Purchase,"Well, this is a great product. Easy to assemble and sturdy. I am 5' 10"" and this works for me and very snug  But  I think this maybe the limit of the exerciser. Above this height and I think you may be disappointed as reflected in previous  reviews.",2019-12-07
12156,Wonder Core 2 with built in Twisting Seat and Rower,4.4,1824,92.91,Sturdy and useful bit of kit,Mac man,4.0,United Kingdom,nan,Verified Purchase,Good bit of kit for the money. Especially being on lockdown with the corona virus. It trains the muscles/ core I use in swimming so when I hit the pool again I won't find pulling the water as difficult.,2020-03-26
12169,Wonder Core 2 with built in Twisting Seat and Rower,4.4,1824,92.91,A brilliant piece of work out equipment,John Darling,5.0,United Kingdom,nan,Verified Purchase,Great bit of kit great for all ages,2020-03-22
12214,Wonder Core 2 with built in Twisting Seat and Rower,4.4,1824,92.91,It’d ok,TLA,3.0,United Kingdom,nan,Verified Purchase,Tooooo low for me.,2020-01-19
12219,Wonder Core 2 with built in Twisting Seat and Rower,4.4,1824,92.91,Orientation,Sri Lakshmi Prasanna Bhooma,1.0,United Kingdom,nan,Verified Purchase,Not.expected,2020-01-01
12221,Wonder Core 2 with built in Twisting Seat and Rower,4.4,1824,92.91,Just the thing I wanted,Amazon Customer,5.0,United Kingdom,nan,Verified Purchase,Very satisfied,2020-01-20
12270,Wonder Core 2 with built in Twisting Seat and Rower,4.4,1824,92.91,Very good,Shuaib,5.0,United Kingdom,nan,Verified Purchase,Very good,2019-12-08
12886,"Fat Gripz Pro - The Simple Proven Way to Get Big Biceps & Forearms Fast (Winner of The Men’s Health Magazine Home Gym Award 2020) (2.25"" Outer Diameter)",4.7,12563,24.95,A worth while investment in gaining a full workout on your arms,Dave,5.0,United Kingdom,Colour: Blue / Black,Verified Purchase,"After reading the different (mixed) reviews I was a little bit unsure about whether these were any good or not, so, after some research I decided to buy the medium ""Pro"" gripz.I was fully prepared to struggle with my normal weights during my workout routine and thought I would have to reduce the weight but, I was able to complete my workout with the same weight. However, I did find the workout more challenging using the fat gripz and I was VERY impressed with the fat gripz and how the unused muscles were now getting worked on aswell.I am really impressed with the fat gripz and enjoy the challenge they give me to complete my workout routine.",2020-02-26
12894,"Fat Gripz Pro - The Simple Proven Way to Get Big Biceps & Forearms Fast (Winner of The Men’s Health Magazine Home Gym Award 2020) (2.25"" Outer Diameter)",4.7,12563,24.95,Great tool for better grip and bigger arms,Rusty,5.0,United Kingdom,Colour: Blue / Black,Verified Purchase,"Have just resumed using these after a long time, since losing my old pair of Fat Gripz, primarily to enhance grip strength. While I cannot speak with absolute certainty as to their effectiveness in terms of improving grip strength, one definitely gets a better pump in the arms.

I like the prduct because it is heavy duty and user friendly, and I'm inclined to say good value for money due to the fact that they have the potential to literally last you a lifetime, be bequeathed to your progeny, and then last a few more.

They're a good tool to add a form of resistance to your existing training protocol, thereby making your sessions in the gym more challenging.

If your goal is to increase the size of your forearms then these should be a requisite peace of weaponry to carry around in your gym bag. They easily fit over most dumbbell handles, as well as barbell and chin up bars, and can be used in a variety of ways and beyond, just be creative if you happen to run out of the more conventional ones. If you get tired of using these then taking a break won't hurt since they're not likely to expire before you decide to revisit.",2020-01-22
12912,"Fat Gripz Pro - The Simple Proven Way to Get Big Biceps & Forearms Fast (Winner of The Men’s Health Magazine Home Gym Award 2020) (2.25"" Outer Diameter)",4.7,12563,24.95,Large gap when on dumbbells,William,2.0,United Kingdom,Colour: Blue / Black,Verified Purchase,"These are very well made, but they do not fit on my rubber hex dumbbells very well, there is a large gap between the grip when it is on the dumbbells, one inch in places, you never see this in all the adverts, they hide it from you, so I would not recommend the grips if you have hex dumbbells, also they are to loose on my normal dumbbells.",2020-01-04
12915,"Fat Gripz Pro - The Simple Proven Way to Get Big Biceps & Forearms Fast (Winner of The Men’s Health Magazine Home Gym Award 2020) (2.25"" Outer Diameter)",4.7,12563,24.95,Adapt Slowly -- Comfort? -- easy Clean,Mr. D Ashmore,5.0,United Kingdom,Colour: Blue / Black,Verified Purchase,"I have found the Fat Gripz very good, but I had to move to use them very slowly, as I have a few damaged knuckles on the one hand getting the wider grip was more of a pain than a Ache!! Comfort in a gym, I don't ever feel comfortable, somethings usually hurting but these really made me notice progress in my arms and a benefit while using them.I have cleaned these using normal washing up liquid and they don't seem to be drying in any sort of way.",2020-01-15
12921,"Fat Gripz Pro - The Simple Proven Way to Get Big Biceps & Forearms Fast (Winner of The Men’s Health Magazine Home Gym Award 2020) (2.25"" Outer Diameter)",4.7,12563,24.95,Fat Gripz,Tribalarm,5.0,United Kingdom,Colour: Blue / Black,Verified Purchase,"Bought these to add that bit extra to training and they work spot on.

Not too big but enough to give you that bigger grip making you work harder.

Customer service is also spot on with follows up to see how you’re getting along - big thumbs up from me",2020-03-08
